dealer_id,dealer_name,city,salesman_id,is_salesman_favorite,credit_score,risk_flag,scoring_method
D0135,Ph-Lahore-0135 Traders,Lahore,SM004,False,850.0,GREEN (Reliable),Statistical
D0089,FM-InteriorPunjab-0089 Traders,Interior Punjab,SM002,False,852.0,GREEN (Reliable),Statistical
D0205,Ph-Lahore-0205 Traders,Lahore,SM007,True,853.0,GREEN (Reliable),Statistical
D0067,FM-Lahore-0067 Traders,Lahore,SM006,False,853.0,GREEN (Reliable),Statistical
D0059,Te-Rawalpindi-0059 Traders,Rawalpindi,SM001,False,853.0,GREEN (Reliable),Statistical
D0044,Te-InteriorPunjab-0044 Traders,Interior Punjab,SM001,False,856.0,GREEN (Reliable),Statistical
D0186,Ph-InteriorSindh-0186 Traders,Interior Sindh,SM006,False,856.0,GREEN (Reliable),Statistical
D0164,FM-InteriorSindh-0164 Traders,Interior Sindh,SM003,False,856.0,GREEN (Reliable),Statistical
D0063,FM-Karachi-0063 Traders,Karachi,SM004,False,856.0,GREEN (Reliable),Statistical
D0023,FM-Lahore-0023 Traders,Lahore,SM006,False,857.0,GREEN (Reliable),Statistical
D0081,Ph-Peshawar-0081 Traders,Peshawar,SM003,True,857.0,GREEN (Reliable),Statistical
D0097,FM-Islamabad-0097 Traders,Islamabad,SM001,False,858.0,GREEN (Reliable),Statistical
D0134,FM-Peshawar-0134 Traders,Peshawar,SM008,False,858.0,GREEN (Reliable),Statistical
D0192,Te-Multan-0192 Traders,Multan,SM004,False,858.0,GREEN (Reliable),Statistical
D0163,FM-Gujranwala-0163 Traders,Gujranwala,SM006,False,858.0,GREEN (Reliable),Statistical
D0013,Te-Faisalabad-0013 Traders,Faisalabad,SM007,False,858.0,GREEN (Reliable),Statistical
D0150,FM-Lahore-0150 Traders,Lahore,SM001,False,859.0,GREEN (Reliable),Statistical
D0201,FM-InteriorSindh-0201 Traders,Interior Sindh,SM005,False,859.0,GREEN (Reliable),Statistical
D0142,FM-Rawalpindi-0142 Traders,Rawalpindi,SM008,False,860.0,GREEN (Reliable),Statistical
D0074,FM-Islamabad-0074 Traders,Islamabad,SM008,False,861.0,GREEN (Reliable),Statistical
D0133,Te-Gujranwala-0133 Traders,Gujranwala,SM007,False,861.0,GREEN (Reliable),Statistical
D0092,FM-Faisalabad-0092 Traders,Faisalabad,SM008,False,861.0,GREEN (Reliable),Statistical
D0102,Te-Karachi-0102 Traders,Karachi,SM006,False,862.0,GREEN (Reliable),Statistical
D0112,FM-Karachi-0112 Traders,Karachi,SM003,False,862.0,GREEN (Reliable),Statistical
D0105,FM-Peshawar-0105 Traders,Peshawar,SM004,False,862.0,GREEN (Reliable),Statistical
D0062,FM-Lahore-0062 Traders,Lahore,SM003,False,863.0,GREEN (Reliable),Statistical
D0050,FM-Peshawar-0050 Traders,Peshawar,SM006,True,864.0,GREEN (Reliable),Statistical
D0159,FM-Faisalabad-0159 Traders,Faisalabad,SM005,False,864.0,GREEN (Reliable),Statistical
D0045,Ph-Lahore-0045 Traders,Lahore,SM008,False,864.0,GREEN (Reliable),Statistical
D0219,Ph-Karachi-0219 Traders,Karachi,SM003,False,865.0,GREEN (Reliable),Statistical
D0187,Te-InteriorSindh-0187 Traders,Interior Sindh,SM007,False,865.0,GREEN (Reliable),Statistical
D0009,Te-InteriorPunjab-0009 Traders,Interior Punjab,SM002,True,865.0,GREEN (Reliable),Statistical
D0213,Te-Faisalabad-0213 Traders,Faisalabad,SM008,False,867.0,GREEN (Reliable),Statistical
D0152,Ph-Islamabad-0152 Traders,Islamabad,SM004,False,867.0,GREEN (Reliable),Statistical
D0153,Te-Islamabad-0153 Traders,Islamabad,SM008,False,867.0,GREEN (Reliable),Statistical
D0162,FM-Islamabad-0162 Traders,Islamabad,SM008,False,868.0,GREEN (Reliable),Statistical
D0124,Te-Karachi-0124 Traders,Karachi,SM007,False,868.0,GREEN (Reliable),Statistical
D0126,Te-Lahore-0126 Traders,Lahore,SM001,False,869.0,GREEN (Reliable),Statistical
D0178,FM-Karachi-0178 Traders,Karachi,SM006,False,869.0,GREEN (Reliable),Statistical
D0211,Ph-Faisalabad-0211 Traders,Faisalabad,SM008,False,871.0,GREEN (Reliable),Statistical
D0041,Te-Karachi-0041 Traders,Karachi,SM003,False,871.0,GREEN (Reliable),Statistical
D0096,FM-Lahore-0096 Traders,Lahore,SM001,False,872.0,GREEN (Reliable),Statistical
D0022,Ph-Lahore-0022 Traders,Lahore,SM004,False,872.0,GREEN (Reliable),Statistical
D0008,FM-Karachi-0008 Traders,Karachi,SM003,False,872.0,GREEN (Reliable),Statistical
D0175,Ph-Faisalabad-0175 Traders,Faisalabad,SM001,False,872.0,GREEN (Reliable),Statistical
D0217,Te-Karachi-0217 Traders,Karachi,SM008,False,873.0,GREEN (Reliable),Statistical
D0141,Te-Karachi-0141 Traders,Karachi,SM008,False,875.0,GREEN (Reliable),Statistical
D0138,Te-Faisalabad-0138 Traders,Faisalabad,SM003,False,875.0,GREEN (Reliable),Statistical
D0075,Te-InteriorPunjab-0075 Traders,Interior Punjab,SM004,False,876.0,GREEN (Reliable),Statistical
D0033,FM-InteriorPunjab-0033 Traders,Interior Punjab,SM003,True,876.0,GREEN (Reliable),Statistical
D0200,Ph-InteriorPunjab-0200 Traders,Interior Punjab,SM008,False,876.0,GREEN (Reliable),Statistical
D0029,Te-InteriorSindh-0029 Traders,Interior Sindh,SM001,False,877.0,GREEN (Reliable),Statistical
D0197,Ph-Lahore-0197 Traders,Lahore,SM001,False,879.0,GREEN (Reliable),Statistical
D0115,Te-Karachi-0115 Traders,Karachi,SM008,False,880.0,GREEN (Reliable),Statistical
D0048,Ph-Karachi-0048 Traders,Karachi,SM008,False,882.0,GREEN (Reliable),Statistical
D0091,Te-Karachi-0091 Traders,Karachi,SM004,False,884.0,GREEN (Reliable),Statistical
D0196,Ph-Karachi-0196 Traders,Karachi,SM003,False,884.0,GREEN (Reliable),Statistical
D0210,FM-Karachi-0210 Traders,Karachi,SM004,False,884.0,GREEN (Reliable),Statistical
D0117,Ph-Faisalabad-0117 Traders,Faisalabad,SM004,False,891.0,GREEN (Reliable),Statistical
D0188,Ph-Peshawar-0188 Traders,Peshawar,SM001,False,896.0,GREEN (Reliable),Statistical
D0001,FM-Islamabad-0001 Traders,Islamabad,SM001,False,900.0,GREEN (Reliable),Statistical
