dealer_id,salesman_id,territory_risk_tier,is_salesman_favorite,dealer_name,city,true_risk_profile,bounce_rate_lifetime,avg_days_late_nonseasonal,payment_volatility,real_exposure_pkr,order_frequency_trend,salesman_default_rate_loo,territory_default_rate_loo,is_high_risk,risk_probability,credit_score,risk_flag,top_reasons
D0034,SM003,Medium,False,Ph-InteriorPunjab-0034 Traders,Interior Punjab,Risky,0.2,22.125,14.691469828246788,43887.258172794056,10.0,0.04420621286963792,0.050201483994989096,1,0.9815918009145758,540.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 2.441), ('Inconsistent / unpredictable payment timing', 1.408), ('Declining order activity', 0.471)]"
D0035,SM006,Medium,False,Ph-Karachi-0035 Traders,Karachi,Risky,0.0625,21.333333333333332,14.332779612781724,438634.1942684621,16.0,0.0383403242940286,0.05151100780451291,1,0.9939802129839191,475.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 2.304), ('Inconsistent / unpredictable payment timing', 1.357), ('Declining order activity', 0.807)]"
D0036,SM005,Medium,False,Te-Multan-0036 Traders,Multan,Reliable,0.034482758620689655,1.565217391304348,2.2167591578746584,119555.98410158012,-0.6818181818181818,0.023903512328559768,0.051777838674792055,0,0.1523629029103326,869.0,GREEN (Reliable),"[(""Salesman's track record with similar dealers"", 0.015), ('Cheque bounce history', 0.002), (""Elevated risk in dealer's territory"", -0.066)]"
D0037,SM001,Medium,False,FM-Multan-0037 Traders,Multan,Risky,0.29411764705882354,30.8,16.63762621471603,25670.905022253908,0.42857142857142855,0.05835851085753708,0.04930512545157174,1,0.9941998652864444,473.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 3.94), ('Inconsistent / unpredictable payment timing', 1.683), (""Salesman's track record with similar dealers"", -0.011)]"
D0038,SM008,Medium,False,Te-Gujranwala-0038 Traders,Gujranwala,Risky,0.16129032258064516,27.333333333333332,14.455502013473572,304132.05837416934,-0.2777777777777778,0.04361581179762997,0.050570147589459144,1,0.992628291178259,487.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 3.341), ('Inconsistent / unpredictable payment timing', 1.374), ('Inflation-adjusted credit exposure', 0.218)]"
D0039,SM003,High,False,Ph-InteriorSindh-0039 Traders,Interior Sindh,Risky,0.25806451612903225,32.6875,13.71419160517306,179111.48353049098,-0.6521739130434783,0.042270728998670175,0.0637853266727684,1,0.9949330142292477,465.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 4.266), ('Inconsistent / unpredictable payment timing', 1.269), (""Salesman's track record with similar dealers"", 0.001)]"
D0040,SM006,Low,False,FM-Lahore-0040 Traders,Lahore,Reliable,0.0,1.8181818181818181,1.7000000000000002,561730.4717677601,0.7777777777777778,0.04057246715117146,0.017698558717844946,0,0.4142166267927526,790.0,GREEN (Reliable),"[('Inflation-adjusted credit exposure', 0.841), (""Elevated risk in dealer's territory"", 0.187), ('Cheque bounce history', 0.01)]"
D0041,SM003,Medium,False,Te-Karachi-0041 Traders,Karachi,Reliable,0.03125,1.9,1.3536092732085316,121191.01949834987,-0.2222222222222222,0.04983121286963792,0.05180862685213196,1,0.14554538880337242,872.0,GREEN (Reliable),"[('Cheque bounce history', 0.003), (""Salesman's track record with similar dealers"", -0.005), (""Elevated risk in dealer's territory"", -0.066)]"
D0042,SM002,Medium,True,FM-Multan-0042 Traders,Multan,Reliable,0.0,2.2666666666666666,2.1143765594836976,278285.70218752103,0.42857142857142855,0.038414778032425094,0.052106245899751005,0,0.2370702543843482,837.0,GREEN (Reliable),"[('Inflation-adjusted credit exposure', 0.155), ('Cheque bounce history', 0.01), (""Salesman's track record with similar dealers"", 0.004)]"
D0043,SM008,High,False,Te-Peshawar-0043 Traders,Peshawar,Moderate,0.05714285714285714,9.708333333333334,5.828190373546752,31506.48209498523,0.3333333333333333,0.04677179559877507,0.06893716408267034,0,0.4741359384873252,776.0,GREEN (Reliable),"[('Late payment pattern (excluding Eid/Ramzan)', 0.295), ('Inconsistent / unpredictable payment timing', 0.153), (""Salesman's track record with similar dealers"", -0.003)]"
D0044,SM001,Medium,False,Te-InteriorPunjab-0044 Traders,Interior Punjab,Reliable,0.0,2.5384615384615383,2.2954805094425805,44511.63371695909,13.0,0.0706134128183214,0.052106245899751005,1,0.2727243382888934,827.0,GREEN (Reliable),"[('Declining order activity', 0.639), ('Cheque bounce history', 0.01), (""Salesman's track record with similar dealers"", -0.021)]"
D0045,SM008,Low,False,Ph-Lahore-0045 Traders,Lahore,Reliable,0.0,1.4615384615384615,1.8104634152000358,27045.424464080446,0.4666666666666667,0.0485033973303768,0.017698558717844946,0,0.1533547257990895,869.0,GREEN (Reliable),"[(""Elevated risk in dealer's territory"", 0.187), ('Cheque bounce history', 0.01), (""Salesman's track record with similar dealers"", -0.004)]"
D0046,SM002,Medium,False,Te-Faisalabad-0046 Traders,Faisalabad,Moderate,0.12121212121212122,9.55,7.25384219575979,226183.7388185209,-0.16666666666666666,0.03356629318394024,0.05095184474534985,1,0.6551717306167095,733.0,GREEN (Reliable),"[('Inconsistent / unpredictable payment timing', 0.355), ('Late payment pattern (excluding Eid/Ramzan)', 0.267), ('Inflation-adjusted credit exposure', 0.029)]"
D0047,SM005,Medium,False,Ph-Faisalabad-0047 Traders,Faisalabad,Reliable,0.0,1.4166666666666667,1.3407911089057825,161631.52910126702,-0.07142857142857142,0.025015859380840076,0.052106245899751005,1,0.15121722353354047,869.0,GREEN (Reliable),"[(""Salesman's track record with similar dealers"", 0.014), ('Cheque bounce history', 0.01), (""Elevated risk in dealer's territory"", -0.068)]"
D0048,SM008,Medium,False,Ph-Karachi-0048 Traders,Karachi,Reliable,0.0,1.9,1.1435437497937313,31816.124738298327,-0.5555555555555556,0.0485033973303768,0.052106245899751005,0,0.1162660702810308,887.0,GREEN (Reliable),"[('Cheque bounce history', 0.01), (""Salesman's track record with similar dealers"", -0.004), (""Elevated risk in dealer's territory"", -0.068)]"
D0049,SM003,Low,False,FM-Lahore-0049 Traders,Lahore,Moderate,0.07142857142857142,9.3,5.402990624858393,84959.22778990422,14.0,0.04849192715535221,0.01672008513663164,1,0.7396189214777624,710.0,GREEN (Reliable),"[('Declining order activity', 0.695), ('Late payment pattern (excluding Eid/Ramzan)', 0.224), (""Elevated risk in dealer's territory"", 0.194)]"
D0050,SM006,High,True,FM-Peshawar-0050 Traders,Peshawar,Reliable,0.0,1.894736842105263,1.6594044679962139,77631.93255873206,1.0,0.04057246715117146,0.0704023655478718,0,0.1314837184299232,879.0,GREEN (Reliable),"[('Cheque bounce history', 0.01), (""Salesman's track record with similar dealers"", 0.002), ('Declining order activity', -0.034)]"
D0051,SM006,Medium,False,Te-InteriorPunjab-0051 Traders,Interior Punjab,Moderate,0.03333333333333333,10.333333333333334,4.80993430103734,103974.86422259799,-0.23529411764705882,0.039381990960695265,0.051788785582290685,1,0.535455624028989,762.0,GREEN (Reliable),"[('Late payment pattern (excluding Eid/Ramzan)', 0.403), ('Inconsistent / unpredictable payment timing', 0.009), (""Salesman's track record with similar dealers"", 0.003)]"
D0052,SM007,Medium,False,Ph-Karachi-0052 Traders,Karachi,Risky,0.07142857142857142,27.636363636363637,13.473145179416758,416567.92546821584,14.0,0.028060390822995867,0.05142597379090747,1,0.997308766959363,429.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 3.393), ('Inconsistent / unpredictable payment timing', 1.235), ('Declining order activity', 0.695)]"
D0053,SM008,Low,True,Te-Lahore-0053 Traders,Lahore,Moderate,0.0,10.642857142857142,5.10817057207437,443908.754995848,14.0,0.0485033973303768,0.017698558717844946,1,0.892026966148656,648.0,AMBER (Moderate),"[('Declining order activity', 0.695), ('Inflation-adjusted credit exposure', 0.556), ('Late payment pattern (excluding Eid/Ramzan)', 0.456)]"
D0054,SM005,Low,False,FM-Islamabad-0054 Traders,Islamabad,Reliable,0.0,2.0714285714285716,1.8750438591361565,411841.93566310307,4.666666666666667,0.025015859380840076,0.017698558717844946,1,0.39880028962455505,794.0,GREEN (Reliable),"[('Inflation-adjusted credit exposure', 0.478), (""Elevated risk in dealer's territory"", 0.187), ('Declining order activity', 0.172)]"
D0056,SM006,High,False,Ph-InteriorSindh-0056 Traders,Interior Sindh,Reliable,0.0625,1.3636363636363635,1.2344267996967353,342375.3823854336,0.2857142857142857,0.0383403242940286,0.0687998014453077,0,0.19137224523822718,853.0,GREEN (Reliable),"[('Inflation-adjusted credit exposure', 0.31), (""Salesman's track record with similar dealers"", 0.004), ('Cheque bounce history', -0.005)]"
D0057,SM008,Low,False,Te-Islamabad-0057 Traders,Islamabad,Risky,0.2857142857142857,26.083333333333332,14.89327109165491,37347.101352015125,0.625,0.03984538867236814,0.01378466439299172,1,0.9878811985036615,516.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 3.125), ('Inconsistent / unpredictable payment timing', 1.436), (""Elevated risk in dealer's territory"", 0.216)]"
D0058,SM002,Medium,False,FM-Karachi-0058 Traders,Karachi,Risky,0.0,26.2,13.26698546112893,169916.22242070443,-0.17647058823529413,0.038414778032425094,0.052106245899751005,1,0.9859427358985825,525.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 3.145), ('Inconsistent / unpredictable payment timing', 1.206), ('Cheque bounce history', 0.01)]"
D0059,SM001,Low,False,Te-Rawalpindi-0059 Traders,Rawalpindi,Reliable,0.0,2.5454545454545454,1.9752253419585197,41860.99151545732,12.0,0.0706134128183214,0.017698558717844946,0,0.30318969953864405,818.0,GREEN (Reliable),"[('Declining order activity', 0.583), (""Elevated risk in dealer's territory"", 0.187), ('Cheque bounce history', 0.01)]"
D0060,SM006,Low,True,FM-Lahore-0060 Traders,Lahore,Moderate,0.0,10.538461538461538,4.73990154609425,45557.39856805922,-0.2222222222222222,0.04057246715117146,0.017698558717844946,1,0.5712698660574085,753.0,GREEN (Reliable),"[('Late payment pattern (excluding Eid/Ramzan)', 0.438), (""Elevated risk in dealer's territory"", 0.187), ('Cheque bounce history', 0.01)]"
D0061,SM005,Medium,False,Te-Karachi-0061 Traders,Karachi,Reliable,0.0,1.8666666666666667,1.7226756328550041,168903.7264529956,-0.05,0.025015859380840076,0.052106245899751005,1,0.17158049322516708,861.0,GREEN (Reliable),"[(""Salesman's track record with similar dealers"", 0.014), ('Cheque bounce history', 0.01), (""Elevated risk in dealer's territory"", -0.068)]"
D0062,SM003,Low,False,FM-Lahore-0062 Traders,Lahore,Reliable,0.0,1.6666666666666667,1.69085018821135,65278.11762483594,0.16666666666666666,0.05087287953630459,0.017698558717844946,0,0.16572754310527174,863.0,GREEN (Reliable),"[(""Elevated risk in dealer's territory"", 0.187), ('Cheque bounce history', 0.01), (""Salesman's track record with similar dealers"", -0.006)]"
D0063,SM004,Medium,False,FM-Karachi-0063 Traders,Karachi,Reliable,0.0,1.4545454545454546,1.713446070320696,308123.8791176758,-0.7,0.05773677530256478,0.052106245899751005,0,0.20233700269668276,849.0,GREEN (Reliable),"[('Inflation-adjusted credit exposure', 0.227), ('Cheque bounce history', 0.01), (""Salesman's track record with similar dealers"", -0.011)]"
D0064,SM002,Medium,False,FM-Gujranwala-0064 Traders,Gujranwala,Moderate,0.1111111111111111,9.142857142857142,4.882549100038393,288289.3549641721,7.0,0.03397033358798065,0.05104804484154995,1,0.6876358383007884,724.0,GREEN (Reliable),"[('Declining order activity', 0.303), ('Late payment pattern (excluding Eid/Ramzan)', 0.197), ('Inflation-adjusted credit exposure', 0.18)]"
D0065,SM006,Medium,False,Te-Karachi-0065 Traders,Karachi,Reliable,0.0,2.5,1.855921454276674,643806.1947667866,9.0,0.04057246715117146,0.052106245899751005,1,0.5492111884137901,759.0,GREEN (Reliable),"[('Inflation-adjusted credit exposure', 1.039), ('Declining order activity', 0.415), ('Cheque bounce history', 0.01)]"
D0066,SM001,Low,False,Ph-Islamabad-0066 Traders,Islamabad,Moderate,0.125,8.909090909090908,7.399138649008596,35545.45700945386,-0.4,0.06540507948498807,0.01598622995072166,0,0.577401969937403,752.0,GREEN (Reliable),"[('Inconsistent / unpredictable payment timing', 0.375), (""Elevated risk in dealer's territory"", 0.2), ('Late payment pattern (excluding Eid/Ramzan)', 0.157)]"
D0067,SM006,Low,False,FM-Lahore-0067 Traders,Lahore,Reliable,0.0,1.3448275862068966,2.033805211017918,36504.49779976815,0.26666666666666666,0.04057246715117146,0.017698558717844946,0,0.1571748085939266,867.0,GREEN (Reliable),"[(""Elevated risk in dealer's territory"", 0.187), ('Cheque bounce history', 0.01), (""Salesman's track record with similar dealers"", 0.002)]"
D0068,SM003,Low,False,Ph-Rawalpindi-0068 Traders,Rawalpindi,Reliable,0.0,1.3333333333333333,1.2485285456935955,570031.7333599847,0.5714285714285714,0.05087287953630459,0.017698558717844946,1,0.37904584276061,798.0,GREEN (Reliable),"[('Inflation-adjusted credit exposure', 0.861), (""Elevated risk in dealer's territory"", 0.187), ('Cheque bounce history', 0.01)]"
D0069,SM002,Medium,False,FM-InteriorPunjab-0069 Traders,Interior Punjab,Risky,0.06666666666666667,31.76923076923077,14.29612258198428,25214.731104168608,-0.3333333333333333,0.03574811136575842,0.05147132526483037,1,0.9932472510811471,482.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 4.107), ('Inconsistent / unpredictable payment timing', 1.352), (""Salesman's track record with similar dealers"", 0.006)]"
D0070,SM003,Medium,True,Te-Karachi-0070 Traders,Karachi,Risky,0.21212121212121213,28.41176470588235,15.47648340100355,230718.82616729272,-0.5652173913043478,0.04380217246559751,0.050086043879548986,1,0.993513333026613,480.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 3.527), ('Inconsistent / unpredictable payment timing', 1.519), ('Inflation-adjusted credit exposure', 0.04)]"
D0071,SM005,Medium,False,FM-InteriorPunjab-0071 Traders,Interior Punjab,Moderate,0.05555555555555555,11.916666666666666,8.544434032817882,208655.35892603433,-0.6153846153846154,0.023223744685499575,0.05157714537065047,0,0.7658053559676293,702.0,GREEN (Reliable),"[('Late payment pattern (excluding Eid/Ramzan)', 0.676), ('Inconsistent / unpredictable payment timing', 0.537), (""Salesman's track record with similar dealers"", 0.015)]"
D0072,SM006,Low,False,Te-Lahore-0072 Traders,Lahore,Reliable,0.05555555555555555,2.48,1.8473375358822495,372255.48995888734,0.7692307692307693,0.038588340167044474,0.016937523710234596,0,0.33719976536589313,809.0,GREEN (Reliable),"[('Inflation-adjusted credit exposure', 0.383), (""Elevated risk in dealer's territory"", 0.193), (""Salesman's track record with similar dealers"", 0.004)]"
D0073,SM003,Medium,False,FM-Karachi-0073 Traders,Karachi,Risky,0.1,33.857142857142854,13.169830843425606,308123.8791176758,0.0,0.04753954620297125,0.05115386494737006,1,0.9972143524308971,431.0,RED (High Risk),"[('Late payment pattern (excluding Eid/Ramzan)', 4.468), ('Inconsistent / unpredictable payment timing', 1.192), ('Inflation-adjusted credit exposure', 0.227)]"
