dealer_id,salesman_id,territory_risk_tier,is_salesman_favorite,n_invoices,bounce_rate_lifetime,bounce_count_6m,avg_days_late,avg_days_late_nonseasonal,payment_volatility,real_exposure_pkr,order_frequency_trend,true_risk_profile,is_high_risk,salesman_default_rate_loo,territory_default_rate_loo
D0022,SM004,Low,False,54,0.018518518518518517,0,1.5660377358490567,1.4545454545454546,1.4611564698271886,78939.46926605635,-0.3333333333333333,Reliable,0,0.25,0.2191780821917808
D0023,SM006,Low,False,30,0.0,0,1.7,1.391304347826087,1.8032537641527424,26349.203454828603,0.0,Reliable,0,0.32142857142857145,0.2191780821917808
D0024,SM008,Low,False,15,0.0,0,2.6666666666666665,2.090909090909091,2.2886885410853175,93827.6874331971,0.3333333333333333,Reliable,0,0.3333333333333333,0.2191780821917808
D0025,SM006,High,False,16,0.1875,2,37.38461538461539,36.77777777777778,15.740279865885812,26320.58643027952,0.0,Risky,1,0.2857142857142857,0.4358974358974359
D0026,SM008,Low,False,46,0.0,0,1.934782608695652,1.7741935483870968,1.6918388932104942,201633.99738651974,-0.36363636363636365,Reliable,0,0.3333333333333333,0.2191780821917808
D0027,SM005,Medium,False,24,0.0,0,10.666666666666666,9.619047619047619,5.545594935478591,30896.208043616636,-0.42857142857142855,Moderate,0,0.2903225806451613,0.3238095238095238
D0028,SM008,Medium,False,39,0.2564102564102564,1,35.58620689655172,31.95,17.40385269616905,24405.99131421954,0.0,Risky,1,0.30303030303030304,0.3142857142857143
D0029,SM001,High,False,52,0.0,0,2.0384615384615383,1.7619047619047619,1.6915190813033334,248475.3386474559,0.375,Reliable,0,0.4166666666666667,0.46153846153846156
D0030,SM001,High,False,38,0.18421052631578946,4,30.419354838709676,28.84,12.553284280878813,248547.965602644,0.8,Risky,1,0.375,0.4358974358974359
D0031,SM002,Low,False,39,0.07692307692307693,0,8.416666666666666,7.935483870967742,5.239274758971894,151429.43575127388,0.5,Moderate,0,0.4,0.2191780821917808
D0032,SM001,Low,False,41,0.0,0,1.829268292682927,1.8181818181818181,1.6568409553181358,293142.03829145327,0.0,Reliable,0,0.4166666666666667,0.2191780821917808
D0033,SM003,Medium,True,57,0.0,0,1.9824561403508771,1.853658536585366,1.7977290045874093,22156.171381457716,-0.36363636363636365,Reliable,0,0.3,0.3238095238095238
D0034,SM003,Medium,False,35,0.17142857142857143,2,26.17241379310345,24.08,14.207817178071979,36012.00135662422,0.09090909090909091,Risky,1,0.26666666666666666,0.3142857142857143
D0035,SM006,Medium,False,43,0.13953488372093023,1,24.35135135135135,23.666666666666668,14.099283307664605,359924.40304347174,0.5,Risky,1,0.2857142857142857,0.3142857142857143
D0036,SM005,Medium,False,55,0.01818181818181818,0,2.074074074074074,1.75,2.0267256970328464,98102.51177476425,0.09090909090909091,Reliable,0,0.2903225806451613,0.3238095238095238
D0037,SM001,Medium,False,24,0.25,1,27.833333333333332,27.133333333333333,15.50047437604259,21064.443416523503,1.5,Risky,1,0.375,0.3142857142857143
D0038,SM008,Medium,False,48,0.1875,2,26.71794871794872,25.096774193548388,16.73626493882563,249557.72027592637,-0.2222222222222222,Risky,1,0.30303030303030304,0.3142857142857143
D0039,SM003,High,False,51,0.23529411764705882,2,32.76923076923077,30.275862068965516,13.666057719885384,146971.19976124432,0.0,Risky,1,0.26666666666666666,0.4358974358974359
D0040,SM006,Low,False,43,0.0,0,1.744186046511628,1.6388888888888888,1.5598080354388844,460931.9277069313,0.0,Reliable,0,0.32142857142857145,0.2191780821917808
D0041,SM003,Medium,False,54,0.037037037037037035,0,2.0576923076923075,2.0606060606060606,1.46077419090098,99444.15168069713,-0.5714285714285714,Reliable,0,0.3,0.3238095238095238
D0042,SM002,Medium,True,31,0.0,0,2.5161290322580645,2.3076923076923075,1.9810934311121469,228349.3091605023,-0.375,Reliable,0,0.4,0.3238095238095238
D0043,SM008,High,False,57,0.03508771929824561,0,11.327272727272728,10.209302325581396,6.0768368521745035,25852.867624581217,0.3333333333333333,Moderate,0,0.3333333333333333,0.46153846153846156
D0044,SM001,Medium,False,34,0.058823529411764705,1,2.03125,1.9642857142857142,1.8575803720726802,36524.337143357254,0.1111111111111111,Reliable,1,0.375,0.3142857142857143
D0045,SM008,Low,False,57,0.0,0,2.1403508771929824,1.8837209302325582,1.8750104427445204,22192.315105588114,0.8333333333333334,Reliable,0,0.3333333333333333,0.2191780821917808
D0046,SM002,Medium,False,53,0.09433962264150944,1,11.270833333333334,9.789473684210526,6.762662145248729,185596.6731188563,1.0,Moderate,1,0.36,0.3142857142857143
D0047,SM005,Medium,False,52,0.019230769230769232,0,1.7450980392156863,1.5909090909090908,1.4675576616256272,132627.89902141443,0.18181818181818182,Reliable,0,0.2903225806451613,0.3238095238095238
D0048,SM008,Medium,False,19,0.0,0,1.5789473684210527,1.5333333333333334,1.1697953037312037,26106.94709446189,1.0,Reliable,0,0.3333333333333333,0.3238095238095238
D0049,SM003,Low,False,28,0.07142857142857142,0,9.423076923076923,9.05,5.485785828288063,69713.89769626597,-0.14285714285714285,Moderate,0,0.3,0.2191780821917808
D0050,SM006,High,True,56,0.0,0,2.107142857142857,1.7560975609756098,1.6588996509578426,63701.43355994557,-0.0625,Reliable,0,0.32142857142857145,0.46153846153846156
D0051,SM006,Medium,False,44,0.09090909090909091,2,11.4,10.588235294117647,4.944823763419891,85317.31320960388,0.3333333333333333,Moderate,1,0.2857142857142857,0.3142857142857143
D0052,SM007,Medium,False,29,0.13793103448275862,1,27.28,23.9,13.968774701693297,341817.76947704155,-0.125,Risky,1,0.19047619047619047,0.3142857142857143
D0053,SM008,Low,True,44,0.045454545454545456,2,11.380952380952381,11.578947368421053,6.647766472346021,364252.4813053297,0.6363636363636364,Moderate,1,0.30303030303030304,0.2054794520547945
D0054,SM005,Low,False,51,0.0392156862745098,1,2.0816326530612246,1.825,1.8465816920944038,337939.82498110086,-0.06666666666666667,Reliable,1,0.25806451612903225,0.2054794520547945
D0055,SM002,High,False,20,0.15,1,10.235294117647058,9.416666666666666,4.191202270302429,92763.20630746426,1.0,Moderate,1,0.36,0.4358974358974359
D0056,SM006,High,False,23,0.043478260869565216,0,1.6818181818181819,1.3529411764705883,1.3587937099944003,280938.5513762208,0.3333333333333333,Reliable,0,0.32142857142857145,0.46153846153846156
D0057,SM008,Low,False,44,0.3181818181818182,5,29.533333333333335,27.166666666666668,13.050917085845317,30645.429232771905,0.3333333333333333,Risky,1,0.30303030303030304,0.2054794520547945
D0058,SM002,Medium,False,46,0.043478260869565216,1,26.59090909090909,25.42105263157895,14.482255673302145,139425.96295797045,0.14285714285714285,Risky,1,0.36,0.3142857142857143
D0059,SM001,Low,False,33,0.0,0,2.303030303030303,2.076923076923077,1.7044949487467043,34349.33386152589,-0.2727272727272727,Reliable,0,0.4166666666666667,0.2191780821917808
D0060,SM006,Low,True,24,0.041666666666666664,1,11.521739130434783,9.882352941176471,5.079992530572455,37382.446918368754,-0.6666666666666666,Moderate,1,0.2857142857142857,0.2054794520547945
D0061,SM005,Medium,False,57,0.03508771929824561,1,2.018181818181818,1.8571428571428572,1.8103704254768076,138595.15220148282,-0.2,Reliable,1,0.25806451612903225,0.3142857142857143
D0062,SM003,Low,False,28,0.0,0,2.2142857142857144,1.85,1.474653577828764,53564.4229860032,-0.5,Reliable,0,0.3,0.2191780821917808
D0063,SM004,Medium,False,24,0.0,0,1.4166666666666667,1.4,1.5298953265321544,252833.23713470495,0.75,Reliable,0,0.25,0.3238095238095238
D0064,SM002,Medium,False,28,0.07142857142857142,0,9.961538461538462,9.55,5.087087726633141,236557.8774867706,-0.3,Moderate,0,0.4,0.3238095238095238
D0065,SM006,Medium,False,20,0.05,0,2.263157894736842,2.0714285714285716,1.8809603121561158,528279.7450699927,0.2,Reliable,0,0.32142857142857145,0.3238095238095238
D0066,SM001,Low,False,28,0.07142857142857142,0,10.346153846153847,9.631578947368421,6.3933860055048,29167.077173205547,-0.5,Moderate,0,0.4166666666666667,0.2191780821917808
D0067,SM006,Low,False,56,0.0,0,1.6785714285714286,1.511111111111111,1.9456912102680335,29954.0249042731,-0.42857142857142855,Reliable,0,0.32142857142857145,0.2191780821917808
D0068,SM003,Low,False,33,0.030303030303030304,1,1.59375,1.52,1.775448603011499,467743.5868573815,0.0,Reliable,1,0.26666666666666666,0.2054794520547945
D0069,SM002,Medium,False,25,0.08,1,32.69565217391305,31.095238095238095,16.004075567886098,20690.12666854475,2.5,Risky,1,0.36,0.3142857142857143
D0070,SM003,Medium,True,54,0.16666666666666666,1,34.111111111111114,30.78787878787879,14.398898667199614,189317.97124856315,-0.18181818181818182,Risky,1,0.26666666666666666,0.3142857142857143
D0071,SM005,Medium,False,29,0.034482758620689655,0,12.464285714285714,11.681818181818182,7.923159409380517,171213.63652125548,-0.2,Moderate,0,0.2903225806451613,0.3238095238095238
D0072,SM006,Low,False,56,0.03571428571428571,0,2.1296296296296298,2.268292682926829,1.7595700192633503,305456.8858375506,0.2857142857142857,Reliable,0,0.32142857142857145,0.2191780821917808
D0073,SM003,Medium,False,15,0.06666666666666667,0,33.07142857142857,29.666666666666668,15.081645929938947,252833.23713470495,0.0,Risky,1,0.26666666666666666,0.3142857142857143
D0074,SM008,Low,False,15,0.0,0,2.2666666666666666,2.2142857142857144,1.579632265825846,30363.67308175451,-0.6666666666666666,Reliable,0,0.3333333333333333,0.2191780821917808
D0075,SM004,Medium,False,33,0.0,0,1.8181818181818181,1.7241379310344827,2.0070897067418514,82715.55269948884,0.8,Reliable,0,0.25,0.3238095238095238
D0076,SM007,Medium,True,26,0.0,0,1.9230769230769231,1.2666666666666666,1.8957442216306908,282816.29313614895,-0.6666666666666666,Reliable,0,0.23809523809523808,0.3238095238095238
D0077,SM008,Medium,False,31,0.03225806451612903,1,11.733333333333333,11.208333333333334,5.668627111861683,44626.44112436275,-0.4,Moderate,1,0.30303030303030304,0.3142857142857143
D0078,SM007,Low,False,38,0.0,0,1.4210526315789473,1.3666666666666667,1.5357290538648993,164645.12841734788,0.1111111111111111,Reliable,0,0.23809523809523808,0.2191780821917808
D0079,SM008,Medium,False,23,0.043478260869565216,1,1.9545454545454546,1.6111111111111112,1.9875151446508403,334153.19886351406,0.5,Reliable,1,0.30303030303030304,0.3142857142857143
D0080,SM008,Low,True,32,0.125,2,33.75,32.791666666666664,14.42124204852766,99660.51029271883,0.16666666666666666,Risky,1,0.30303030303030304,0.2054794520547945
D0081,SM003,High,True,30,0.0,0,1.5666666666666667,1.1818181818181819,1.9596504497122622,178334.64128731313,0.2,Reliable,0,0.3,0.46153846153846156
D0082,SM003,Low,False,31,0.0,0,1.903225806451613,1.6956521739130435,1.445794792024498,240968.46904506136,0.0,Reliable,0,0.3,0.2191780821917808
D0083,SM007,Medium,False,48,0.20833333333333334,2,32.973684210526315,31.862068965517242,15.678332168099306,154252.81833357087,0.4,Risky,1,0.19047619047619047,0.3142857142857143
D0084,SM003,Low,False,35,0.02857142857142857,0,2.3823529411764706,2.1481481481481484,1.7235394498804248,296828.29260272597,-0.2,Reliable,0,0.3,0.2191780821917808
D0085,SM002,Medium,False,44,0.0,0,2.0454545454545454,1.8285714285714285,1.803801482587125,297635.76609987055,0.0,Reliable,0,0.4,0.3238095238095238
D0086,SM002,High,False,25,0.12,2,33.45454545454545,33.1764705882353,12.711926431232742,39213.23109142531,-0.4,Risky,1,0.36,0.4358974358974359
D0087,SM007,Medium,False,55,0.0,0,1.9272727272727272,1.975609756097561,1.8343890440643074,334832.7833521866,-0.3333333333333333,Reliable,0,0.23809523809523808,0.3238095238095238
D0088,SM007,Medium,True,56,0.125,2,11.10204081632653,10.157894736842104,5.643007834033725,20278.34238158969,-0.23076923076923078,Moderate,1,0.19047619047619047,0.3142857142857143
D0089,SM002,Medium,False,39,0.0,0,1.9230769230769231,2.03125,1.5624645744971961,35953.35006962579,-0.07692307692307693,Reliable,0,0.4,0.3238095238095238
D0090,SM001,Medium,False,58,0.034482758620689655,1,1.3928571428571428,1.1521739130434783,1.4229108632220517,435845.34921739035,1.1666666666666667,Reliable,1,0.375,0.3142857142857143
D0091,SM004,Medium,False,45,0.0,0,2.3333333333333335,2.2222222222222223,1.846372364689991,24392.734431680776,-0.5,Reliable,0,0.25,0.3238095238095238
D0092,SM008,Medium,False,17,0.0,0,1.8823529411764706,1.6428571428571428,1.6156404667026198,142179.95940828594,-0.6666666666666666,Reliable,0,0.3333333333333333,0.3238095238095238
D0093,SM003,Low,False,46,0.0,0,1.565217391304348,1.3076923076923077,1.529737434449941,243468.9315496411,0.2727272727272727,Reliable,0,0.3,0.2191780821917808
D0094,SM005,Low,False,57,0.017543859649122806,1,1.7142857142857142,1.45,1.6592910393438376,46558.34234658117,0.2222222222222222,Reliable,1,0.25806451612903225,0.2054794520547945
D0095,SM005,Medium,True,17,0.23529411764705882,1,40.0,36.7,15.0,241816.00977826247,2.0,Risky,1,0.25806451612903225,0.3142857142857143
D0096,SM001,Low,False,53,0.0,0,2.3773584905660377,2.340909090909091,1.831628269877123,103580.16731860393,1.5,Reliable,0,0.4166666666666667,0.2191780821917808
D0097,SM001,Low,False,22,0.0,0,1.9545454545454546,1.6470588235294117,2.192569111193375,131194.48942640948,0.5,Reliable,0,0.4166666666666667,0.2191780821917808
D0098,SM003,Low,False,19,0.05263157894736842,1,11.61111111111111,11.857142857142858,4.4210577505826505,82895.51523999228,1.0,Moderate,1,0.26666666666666666,0.2054794520547945
D0099,SM006,Medium,False,18,0.1111111111111111,1,37.0,37.857142857142854,10.757942802103631,227977.4058959535,1.3333333333333333,Risky,1,0.2857142857142857,0.3142857142857143
D0100,SM005,Low,True,41,0.024390243902439025,0,10.8,9.275862068965518,5.174890064483224,300234.4719235639,0.0,Moderate,0,0.2903225806451613,0.2191780821917808
D0101,SM002,Medium,False,32,0.0,0,2.0625,1.9411764705882353,1.522678031330581,254625.39030359345,-0.8,Reliable,0,0.4,0.3238095238095238
D0102,SM006,Medium,False,16,0.0,0,2.75,2.0,1.7701224063135672,25965.485114560084,-0.8,Reliable,0,0.32142857142857145,0.3238095238095238
D0103,SM004,Medium,False,54,0.1111111111111111,2,30.875,29.08108108108108,14.661608573326694,66821.17520278749,0.18181818181818182,Risky,1,0.2,0.3142857142857143
D0104,SM004,Medium,False,16,0.1875,0,28.846153846153847,26.454545454545453,12.081984893814385,181166.83285712232,-0.2,Risky,1,0.2,0.3142857142857143
D0105,SM004,High,False,54,0.018518518518518517,0,2.0943396226415096,2.1702127659574466,1.6321782395054896,215389.50867552398,5.0,Reliable,0,0.25,0.46153846153846156
D0106,SM004,Low,False,42,0.0,0,1.6904761904761905,1.5675675675675675,1.6599749518841223,514960.13909165084,-0.46153846153846156,Reliable,0,0.25,0.2191780821917808
D0107,SM002,Medium,False,29,0.034482758620689655,0,9.964285714285714,9.16,5.080697989793535,72692.34101773195,1.0,Moderate,0,0.4,0.3238095238095238
D0108,SM007,Low,False,51,0.0196078431372549,0,2.14,2.0,1.8845234335047605,162777.2188861777,0.25,Reliable,0,0.23809523809523808,0.2191780821917808
D0109,SM003,High,False,40,0.05,2,9.736842105263158,9.064516129032258,5.6409899961405365,32550.510398670114,0.4444444444444444,Moderate,1,0.26666666666666666,0.4358974358974359
D0110,SM004,Low,False,36,0.0,0,1.9166666666666667,1.9666666666666666,1.7948338562186115,205556.66915621748,1.0,Reliable,0,0.25,0.2191780821917808
D0111,SM006,Medium,False,53,0.018867924528301886,0,1.8846153846153846,1.7619047619047619,1.6995252642076968,194791.97249818858,-0.18181818181818182,Reliable,0,0.32142857142857145,0.3238095238095238
D0112,SM003,Medium,False,25,0.0,0,1.6,1.1176470588235294,1.7320508075688772,173743.8342875369,0.6666666666666666,Reliable,0,0.3,0.3238095238095238
D0113,SM008,Low,False,27,0.1111111111111111,2,35.958333333333336,30.176470588235293,17.005061053970827,68512.29108491316,0.125,Risky,1,0.30303030303030304,0.2054794520547945
D0114,SM008,High,True,41,0.0975609756097561,1,9.405405405405405,8.68,5.257055890575697,131194.48942640948,-0.2727272727272727,Moderate,1,0.30303030303030304,0.4358974358974359
D0115,SM008,Medium,False,35,0.0,0,1.9142857142857144,1.875,1.9000221139801097,21892.90991134104,-0.1111111111111111,Reliable,0,0.3333333333333333,0.3238095238095238
D0116,SM008,Medium,False,24,0.0,0,2.4583333333333335,2.3157894736842106,1.9776834640705199,141796.09463144254,3.0,Reliable,0,0.3333333333333333,0.3238095238095238
D0117,SM004,Medium,False,25,0.0,0,1.68,1.3157894736842106,1.651262143533445,21375.73408684247,-0.14285714285714285,Reliable,0,0.25,0.3238095238095238
D0118,SM002,Medium,False,56,0.017857142857142856,0,1.9636363636363636,1.8666666666666667,1.9996632713167481,193841.7723609567,-0.25,Reliable,0,0.4,0.3238095238095238
D0119,SM006,High,False,27,0.2222222222222222,2,30.666666666666668,29.25,12.795832654944082,97942.73619005323,-0.7142857142857143,Risky,1,0.2857142857142857,0.4358974358974359
D0120,SM008,Medium,False,19,0.0,0,1.894736842105263,1.625,2.1575381248622048,242018.1500530631,-0.8571428571428571,Reliable,0,0.3333333333333333,0.3238095238095238
D0121,SM002,Medium,True,58,0.0,0,10.206896551724139,10.27659574468085,5.584309537145534,220241.47294151623,0.18181818181818182,Moderate,0,0.4,0.3238095238095238
D0122,SM003,High,True,18,0.05555555555555555,1,11.529411764705882,11.466666666666667,5.917322526477067,222164.4367232274,0.5,Moderate,1,0.26666666666666666,0.4358974358974359
D0123,SM004,Medium,False,41,0.0,0,1.9268292682926829,1.9,1.4210954208363178,440128.79494136956,-0.23076923076923078,Reliable,0,0.25,0.3238095238095238
D0124,SM007,Medium,False,26,0.0,0,1.4615384615384615,1.25,1.3632540256538905,53680.96200830997,-0.5,Reliable,0,0.23809523809523808,0.3238095238095238
D0125,SM005,High,True,47,0.2127659574468085,1,29.0,27.424242424242426,15.315206676880189,244458.0520634028,0.2857142857142857,Risky,1,0.25806451612903225,0.4358974358974359
D0126,SM001,Low,False,56,0.03571428571428571,0,1.7037037037037037,1.6888888888888889,1.678157453534664,146413.2853272532,0.42857142857142855,Reliable,0,0.4166666666666667,0.2191780821917808
D0127,SM007,Low,False,30,0.0,0,2.533333333333333,2.5,2.0965214758858477,313017.29660849326,0.2,Reliable,0,0.23809523809523808,0.2191780821917808
D0128,SM002,Low,False,21,0.0,0,2.1904761904761907,1.9375,2.040074695177792,109482.57896041933,0.75,Reliable,0,0.4,0.2191780821917808
D0129,SM005,Low,False,43,0.0,0,2.0,2.0303030303030303,1.6618979396776332,47529.60140918333,0.16666666666666666,Reliable,0,0.2903225806451613,0.2191780821917808
D0130,SM008,Medium,False,15,0.2,1,11.75,11.88888888888889,4.673425840955336,57797.82618221221,1.0,Moderate,1,0.30303030303030304,0.3142857142857143
D0131,SM006,Low,False,47,0.02127659574468085,0,1.673913043478261,1.6176470588235294,1.5499727284495035,177079.4522736622,0.75,Reliable,0,0.32142857142857145,0.2191780821917808
D0132,SM003,Low,False,57,0.017543859649122806,0,2.142857142857143,1.86,1.8432044372240963,202512.33378655932,0.375,Reliable,0,0.3,0.2191780821917808
D0133,SM007,Medium,False,29,0.0,0,1.8275862068965518,1.84,1.5134861724140958,26811.33041882053,-0.3333333333333333,Reliable,0,0.23809523809523808,0.3238095238095238
D0134,SM008,High,False,46,0.0,0,2.0217391304347827,1.84375,1.7699859438837058,173555.1366830882,-0.14285714285714285,Reliable,0,0.3333333333333333,0.46153846153846156
D0135,SM004,Low,False,55,0.0,0,2.1818181818181817,1.7804878048780488,1.8468282028316576,193526.07012296,-0.25,Reliable,0,0.25,0.2191780821917808
D0136,SM005,Medium,False,43,0.0,0,2.372093023255814,2.111111111111111,1.812959377765083,272371.3004720128,-0.36363636363636365,Reliable,0,0.2903225806451613,0.3238095238095238
D0137,SM004,High,False,24,0.125,0,19.19047619047619,18.55,11.745718571543625,301335.84764017625,0.6666666666666666,Risky,1,0.2,0.4358974358974359
D0138,SM003,Medium,False,56,0.0,0,1.6607142857142858,1.553191489361702,1.7191624357574478,42174.691412360626,0.0,Reliable,0,0.3,0.3238095238095238
D0139,SM008,Low,True,59,0.0,0,10.610169491525424,9.369565217391305,6.552222442522427,91660.98617904997,-0.2,Moderate,0,0.3333333333333333,0.2191780821917808
D0140,SM005,Low,False,51,0.0196078431372549,1,1.7,1.8043478260869565,1.6444092047459056,452003.77146026434,0.5714285714285714,Reliable,1,0.25806451612903225,0.2054794520547945
D0141,SM008,Medium,False,42,0.0,0,1.8095238095238095,1.6176470588235294,1.811051375523382,23090.218443038146,0.2857142857142857,Reliable,0,0.3333333333333333,0.3238095238095238
D0142,SM008,Low,False,20,0.0,0,1.6,1.625,1.5355437918998291,26782.2114930016,1.3333333333333333,Reliable,0,0.3333333333333333,0.2191780821917808
D0143,SM006,Medium,False,50,0.0,0,2.46,2.341463414634146,2.1872543593860003,213061.6320320958,0.5714285714285714,Reliable,0,0.32142857142857145,0.3238095238095238
D0144,SM005,High,False,57,0.0,0,1.6140350877192982,1.565217391304348,1.3330200133117749,326036.105777533,-0.47058823529411764,Reliable,0,0.2903225806451613,0.46153846153846156
D0145,SM005,Low,False,38,0.07894736842105263,0,10.942857142857143,10.642857142857142,5.646148385991875,266660.516977535,0.0,Moderate,0,0.2903225806451613,0.2191780821917808
D0146,SM003,Low,False,36,0.027777777777777776,1,2.142857142857143,1.9090909090909092,1.7846215143777213,343680.0192375411,-0.09090909090909091,Reliable,1,0.26666666666666666,0.2054794520547945
D0147,SM004,Medium,False,36,0.05555555555555555,0,2.235294117647059,2.5416666666666665,1.859599558220545,282776.2406304617,0.0,Reliable,0,0.25,0.3238095238095238
D0148,SM005,Medium,False,24,0.0,0,1.7083333333333333,1.588235294117647,1.458980187804412,139731.14560245912,0.2,Reliable,0,0.2903225806451613,0.3238095238095238
D0149,SM005,Low,True,51,0.0,0,1.7647058823529411,1.7297297297297298,1.7156717086216424,37099.17208856878,0.125,Reliable,0,0.2903225806451613,0.2191780821917808
D0150,SM001,Low,False,54,0.018518518518518517,1,2.2641509433962264,2.2142857142857144,1.7337259054531884,209450.4495915722,0.375,Reliable,1,0.375,0.2054794520547945
D0151,SM003,High,False,17,0.058823529411764705,0,9.625,9.5,4.224926034855522,53071.948054835826,-0.75,Moderate,0,0.3,0.46153846153846156
D0152,SM004,Low,False,39,0.0,0,1.8717948717948718,1.5714285714285714,1.8378976430391325,94082.93052419879,0.2857142857142857,Reliable,0,0.25,0.2191780821917808
D0153,SM008,Low,False,20,0.0,0,1.75,1.3076923076923077,1.6819474927657678,22398.246096528503,-0.8571428571428571,Reliable,0,0.3333333333333333,0.2191780821917808
D0154,SM007,Medium,False,58,0.0,0,1.706896551724138,1.5609756097560976,1.6963182080007626,493592.27949950227,-0.3076923076923077,Reliable,0,0.23809523809523808,0.3238095238095238
D0155,SM008,Medium,False,38,0.02631578947368421,0,11.513513513513514,11.242424242424242,6.357941759989897,269281.23061656434,-0.375,Moderate,0,0.3333333333333333,0.3238095238095238
D0156,SM004,Medium,False,16,0.125,1,9.0,7.8,4.9613893835683385,183345.35763740478,1.5,Moderate,1,0.2,0.3142857142857143
D0157,SM005,Low,False,20,0.0,0,2.6,2.6,1.5694450913417908,87381.52544315424,-0.3333333333333333,Reliable,0,0.2903225806451613,0.2191780821917808
D0158,SM007,Medium,False,20,0.0,0,1.6,1.6470588235294117,2.0621909656836754,62944.527831117106,0.25,Reliable,0,0.23809523809523808,0.3238095238095238
D0159,SM005,Medium,False,18,0.0,0,1.5,1.2142857142857142,1.3826657968874305,30778.923565765683,1.5,Reliable,0,0.2903225806451613,0.3238095238095238
D0160,SM005,Low,False,45,0.022222222222222223,1,2.0454545454545454,1.6428571428571428,1.7514717459769664,527705.9973869036,-0.6111111111111112,Reliable,1,0.25806451612903225,0.2054794520547945
