dealer_id,dealer_name,city,salesman_id,is_salesman_favorite,credit_score,risk_flag,scoring_method
D0171,Te-Islamabad-0171 Traders,Islamabad,SM007,False,801.0,GREEN (Reliable),Statistical (validated in training)
D0182,Ph-Lahore-0182 Traders,Lahore,SM003,False,801.0,GREEN (Reliable),Statistical (validated in training)
D0002,Te-Lahore-0002 Traders,Lahore,SM007,False,805.0,GREEN (Reliable),Statistical (validated in training)
D0072,Te-Lahore-0072 Traders,Lahore,SM006,False,807.0,GREEN (Reliable),Statistical (validated in training)
D0214,Ph-Karachi-0214 Traders,Karachi,SM002,False,811.0,GREEN (Reliable),Statistical (validated in training)
D0148,FM-Gujranwala-0148 Traders,Gujranwala,SM005,False,811.0,GREEN (Reliable),Statistical (validated in training)
D0093,Te-Rawalpindi-0093 Traders,Rawalpindi,SM003,False,811.0,GREEN (Reliable),Statistical (validated in training)
D0144,Ph-InteriorSindh-0144 Traders,Interior Sindh,SM005,False,811.0,GREEN (Reliable),Statistical (validated in training)
D0068,Ph-Rawalpindi-0068 Traders,Rawalpindi,SM003,False,813.0,GREEN (Reliable),Statistical (validated in training)
D0173,FM-Islamabad-0173 Traders,Islamabad,SM005,False,814.0,GREEN (Reliable),Statistical (validated in training)
D0136,Ph-Karachi-0136 Traders,Karachi,SM005,False,814.0,GREEN (Reliable),Statistical (validated in training)
D0161,Te-Lahore-0161 Traders,Lahore,SM002,False,815.0,GREEN (Reliable),Statistical (validated in training)
D0019,FM-Faisalabad-0019 Traders,Faisalabad,SM006,False,817.0,GREEN (Reliable),Statistical (validated in training)
D0076,Te-Karachi-0076 Traders,Karachi,SM007,True,819.0,GREEN (Reliable),Statistical (validated in training)
D0116,Ph-Faisalabad-0116 Traders,Faisalabad,SM008,False,819.0,GREEN (Reliable),Statistical (validated in training)
D0216,Ph-Rawalpindi-0216 Traders,Rawalpindi,SM002,False,820.0,GREEN (Reliable),Statistical (validated in training)
D0108,Ph-Lahore-0108 Traders,Lahore,SM007,False,821.0,GREEN (Reliable),Statistical (validated in training)
D0202,FM-Lahore-0202 Traders,Lahore,SM002,True,822.0,GREEN (Reliable),Statistical (validated in training)
D0082,Te-Islamabad-0082 Traders,Islamabad,SM003,False,825.0,GREEN (Reliable),Statistical (validated in training)
D0085,Te-Faisalabad-0085 Traders,Faisalabad,SM002,False,825.0,GREEN (Reliable),Statistical (validated in training)
D0042,FM-Multan-0042 Traders,Multan,SM002,True,825.0,GREEN (Reliable),Statistical (validated in training)
D0123,FM-Multan-0123 Traders,Multan,SM004,False,825.0,GREEN (Reliable),Statistical (validated in training)
D0220,Ph-InteriorSindh-0220 Traders,Interior Sindh,SM005,False,826.0,GREEN (Reliable),Statistical (validated in training)
D0157,FM-Lahore-0157 Traders,Lahore,SM005,False,826.0,GREEN (Reliable),Statistical (validated in training)
D0079,FM-InteriorPunjab-0079 Traders,Interior Punjab,SM008,False,827.0,GREEN (Reliable),Statistical (validated in training)
D0158,FM-Karachi-0158 Traders,Karachi,SM007,False,827.0,GREEN (Reliable),Statistical (validated in training)
D0014,FM-Karachi-0014 Traders,Karachi,SM008,False,829.0,GREEN (Reliable),Statistical (validated in training)
D0191,Ph-InteriorSindh-0191 Traders,Interior Sindh,SM005,True,830.0,GREEN (Reliable),Statistical (validated in training)
D0143,Te-Faisalabad-0143 Traders,Faisalabad,SM006,False,831.0,GREEN (Reliable),Statistical (validated in training)
D0084,FM-Lahore-0084 Traders,Lahore,SM003,False,832.0,GREEN (Reliable),Statistical (validated in training)
D0061,Te-Karachi-0061 Traders,Karachi,SM005,False,833.0,GREEN (Reliable),Statistical (validated in training)
D0101,Ph-InteriorPunjab-0101 Traders,Interior Punjab,SM002,False,833.0,GREEN (Reliable),Statistical (validated in training)
D0004,Ph-Rawalpindi-0004 Traders,Rawalpindi,SM003,False,834.0,GREEN (Reliable),Statistical (validated in training)
D0018,Te-Gujranwala-0018 Traders,Gujranwala,SM006,False,834.0,GREEN (Reliable),Statistical (validated in training)
D0036,Te-Multan-0036 Traders,Multan,SM005,False,834.0,GREEN (Reliable),Statistical (validated in training)
D0180,Ph-Karachi-0180 Traders,Karachi,SM005,False,834.0,GREEN (Reliable),Statistical (validated in training)
D0078,Ph-Rawalpindi-0078 Traders,Rawalpindi,SM007,False,834.0,GREEN (Reliable),Statistical (validated in training)
D0147,Ph-Karachi-0147 Traders,Karachi,SM004,False,835.0,GREEN (Reliable),Statistical (validated in training)
D0132,Te-Rawalpindi-0132 Traders,Rawalpindi,SM003,False,835.0,GREEN (Reliable),Statistical (validated in training)
D0120,Ph-Gujranwala-0120 Traders,Gujranwala,SM008,False,835.0,GREEN (Reliable),Statistical (validated in training)
D0026,Ph-Lahore-0026 Traders,Lahore,SM008,False,836.0,GREEN (Reliable),Statistical (validated in training)
D0209,FM-InteriorSindh-0209 Traders,Interior Sindh,SM005,False,837.0,GREEN (Reliable),Statistical (validated in training)
D0118,Ph-Karachi-0118 Traders,Karachi,SM002,False,837.0,GREEN (Reliable),Statistical (validated in training)
D0128,Ph-Lahore-0128 Traders,Lahore,SM002,False,837.0,GREEN (Reliable),Statistical (validated in training)
D0129,FM-Lahore-0129 Traders,Lahore,SM005,False,838.0,GREEN (Reliable),Statistical (validated in training)
D0169,Te-Multan-0169 Traders,Multan,SM003,True,839.0,GREEN (Reliable),Statistical (validated in training)
D0149,Te-Lahore-0149 Traders,Lahore,SM005,True,840.0,GREEN (Reliable),Statistical (validated in training)
D0005,FM-Lahore-0005 Traders,Lahore,SM001,True,841.0,GREEN (Reliable),Statistical (validated in training)
D0024,FM-Rawalpindi-0024 Traders,Rawalpindi,SM008,False,841.0,GREEN (Reliable),Statistical (validated in training)
D0172,Te-Peshawar-0172 Traders,Peshawar,SM001,False,841.0,GREEN (Reliable),Statistical (validated in training)
D0094,Ph-Islamabad-0094 Traders,Islamabad,SM005,False,841.0,GREEN (Reliable),Statistical (validated in training)
D0131,FM-Rawalpindi-0131 Traders,Rawalpindi,SM006,False,842.0,GREEN (Reliable),Statistical (validated in training)
D0047,Ph-Faisalabad-0047 Traders,Faisalabad,SM005,False,842.0,GREEN (Reliable),Statistical (validated in training)
D0110,FM-Islamabad-0110 Traders,Islamabad,SM004,False,843.0,GREEN (Reliable),Statistical (validated in training)
D0056,Ph-InteriorSindh-0056 Traders,Interior Sindh,SM006,False,843.0,GREEN (Reliable),Statistical (validated in training)
D0218,Ph-Karachi-0218 Traders,Karachi,SM007,False,845.0,GREEN (Reliable),Statistical (validated in training)
D0189,Ph-Lahore-0189 Traders,Lahore,SM005,False,845.0,GREEN (Reliable),Statistical (validated in training)
D0111,Ph-Gujranwala-0111 Traders,Gujranwala,SM006,False,845.0,GREEN (Reliable),Statistical (validated in training)
D0006,Ph-InteriorSindh-0006 Traders,Interior Sindh,SM008,False,847.0,GREEN (Reliable),Statistical (validated in training)
D0090,FM-Karachi-0090 Traders,Karachi,SM001,False,847.0,GREEN (Reliable),Statistical (validated in training)
D0032,FM-Islamabad-0032 Traders,Islamabad,SM001,False,848.0,GREEN (Reliable),Statistical (validated in training)
D0194,FM-Gujranwala-0194 Traders,Gujranwala,SM005,True,849.0,GREEN (Reliable),Statistical (validated in training)
D0135,Ph-Lahore-0135 Traders,Lahore,SM004,False,850.0,GREEN (Reliable),Statistical (validated in training)
D0089,FM-InteriorPunjab-0089 Traders,Interior Punjab,SM002,False,852.0,GREEN (Reliable),Statistical (validated in training)
D0059,Te-Rawalpindi-0059 Traders,Rawalpindi,SM001,False,853.0,GREEN (Reliable),Statistical (validated in training)
D0067,FM-Lahore-0067 Traders,Lahore,SM006,False,853.0,GREEN (Reliable),Statistical (validated in training)
D0205,Ph-Lahore-0205 Traders,Lahore,SM007,True,853.0,GREEN (Reliable),Statistical (validated in training)
D0044,Te-InteriorPunjab-0044 Traders,Interior Punjab,SM001,False,856.0,GREEN (Reliable),Statistical (validated in training)
D0186,Ph-InteriorSindh-0186 Traders,Interior Sindh,SM006,False,856.0,GREEN (Reliable),Statistical (validated in training)
D0164,FM-InteriorSindh-0164 Traders,Interior Sindh,SM003,False,856.0,GREEN (Reliable),Statistical (validated in training)
D0063,FM-Karachi-0063 Traders,Karachi,SM004,False,856.0,GREEN (Reliable),Statistical (validated in training)
D0023,FM-Lahore-0023 Traders,Lahore,SM006,False,857.0,GREEN (Reliable),Statistical (validated in training)
D0081,Ph-Peshawar-0081 Traders,Peshawar,SM003,True,857.0,GREEN (Reliable),Statistical (validated in training)
D0097,FM-Islamabad-0097 Traders,Islamabad,SM001,False,858.0,GREEN (Reliable),Statistical (validated in training)
D0192,Te-Multan-0192 Traders,Multan,SM004,False,858.0,GREEN (Reliable),Statistical (validated in training)
D0134,FM-Peshawar-0134 Traders,Peshawar,SM008,False,858.0,GREEN (Reliable),Statistical (validated in training)
D0163,FM-Gujranwala-0163 Traders,Gujranwala,SM006,False,858.0,GREEN (Reliable),Statistical (validated in training)
D0013,Te-Faisalabad-0013 Traders,Faisalabad,SM007,False,858.0,GREEN (Reliable),Statistical (validated in training)
D0201,FM-InteriorSindh-0201 Traders,Interior Sindh,SM005,False,859.0,GREEN (Reliable),Statistical (validated in training)
D0150,FM-Lahore-0150 Traders,Lahore,SM001,False,859.0,GREEN (Reliable),Statistical (validated in training)
D0142,FM-Rawalpindi-0142 Traders,Rawalpindi,SM008,False,860.0,GREEN (Reliable),Statistical (validated in training)
D0133,Te-Gujranwala-0133 Traders,Gujranwala,SM007,False,861.0,GREEN (Reliable),Statistical (validated in training)
D0092,FM-Faisalabad-0092 Traders,Faisalabad,SM008,False,861.0,GREEN (Reliable),Statistical (validated in training)
D0074,FM-Islamabad-0074 Traders,Islamabad,SM008,False,861.0,GREEN (Reliable),Statistical (validated in training)
D0102,Te-Karachi-0102 Traders,Karachi,SM006,False,862.0,GREEN (Reliable),Statistical (validated in training)
D0112,FM-Karachi-0112 Traders,Karachi,SM003,False,862.0,GREEN (Reliable),Statistical (validated in training)
D0105,FM-Peshawar-0105 Traders,Peshawar,SM004,False,862.0,GREEN (Reliable),Statistical (validated in training)
D0062,FM-Lahore-0062 Traders,Lahore,SM003,False,863.0,GREEN (Reliable),Statistical (validated in training)
D0159,FM-Faisalabad-0159 Traders,Faisalabad,SM005,False,864.0,GREEN (Reliable),Statistical (validated in training)
D0050,FM-Peshawar-0050 Traders,Peshawar,SM006,True,864.0,GREEN (Reliable),Statistical (validated in training)
D0045,Ph-Lahore-0045 Traders,Lahore,SM008,False,864.0,GREEN (Reliable),Statistical (validated in training)
D0187,Te-InteriorSindh-0187 Traders,Interior Sindh,SM007,False,865.0,GREEN (Reliable),Statistical (validated in training)
D0009,Te-InteriorPunjab-0009 Traders,Interior Punjab,SM002,True,865.0,GREEN (Reliable),Statistical (validated in training)
D0219,Ph-Karachi-0219 Traders,Karachi,SM003,False,865.0,GREEN (Reliable),Statistical (validated in training)
D0213,Te-Faisalabad-0213 Traders,Faisalabad,SM008,False,867.0,GREEN (Reliable),Statistical (validated in training)
D0152,Ph-Islamabad-0152 Traders,Islamabad,SM004,False,867.0,GREEN (Reliable),Statistical (validated in training)
D0153,Te-Islamabad-0153 Traders,Islamabad,SM008,False,867.0,GREEN (Reliable),Statistical (validated in training)
D0124,Te-Karachi-0124 Traders,Karachi,SM007,False,868.0,GREEN (Reliable),Statistical (validated in training)
D0162,FM-Islamabad-0162 Traders,Islamabad,SM008,False,868.0,GREEN (Reliable),Statistical (validated in training)
D0178,FM-Karachi-0178 Traders,Karachi,SM006,False,869.0,GREEN (Reliable),Statistical (validated in training)
D0126,Te-Lahore-0126 Traders,Lahore,SM001,False,869.0,GREEN (Reliable),Statistical (validated in training)
D0211,Ph-Faisalabad-0211 Traders,Faisalabad,SM008,False,871.0,GREEN (Reliable),Statistical (validated in training)
D0041,Te-Karachi-0041 Traders,Karachi,SM003,False,871.0,GREEN (Reliable),Statistical (validated in training)
D0022,Ph-Lahore-0022 Traders,Lahore,SM004,False,872.0,GREEN (Reliable),Statistical (validated in training)
D0096,FM-Lahore-0096 Traders,Lahore,SM001,False,872.0,GREEN (Reliable),Statistical (validated in training)
D0008,FM-Karachi-0008 Traders,Karachi,SM003,False,872.0,GREEN (Reliable),Statistical (validated in training)
D0175,Ph-Faisalabad-0175 Traders,Faisalabad,SM001,False,872.0,GREEN (Reliable),Statistical (validated in training)
D0217,Te-Karachi-0217 Traders,Karachi,SM008,False,873.0,GREEN (Reliable),Statistical (validated in training)
D0138,Te-Faisalabad-0138 Traders,Faisalabad,SM003,False,875.0,GREEN (Reliable),Statistical (validated in training)
D0141,Te-Karachi-0141 Traders,Karachi,SM008,False,875.0,GREEN (Reliable),Statistical (validated in training)
D0200,Ph-InteriorPunjab-0200 Traders,Interior Punjab,SM008,False,876.0,GREEN (Reliable),Statistical (validated in training)
D0033,FM-InteriorPunjab-0033 Traders,Interior Punjab,SM003,True,876.0,GREEN (Reliable),Statistical (validated in training)
D0075,Te-InteriorPunjab-0075 Traders,Interior Punjab,SM004,False,876.0,GREEN (Reliable),Statistical (validated in training)
D0029,Te-InteriorSindh-0029 Traders,Interior Sindh,SM001,False,877.0,GREEN (Reliable),Statistical (validated in training)
D0197,Ph-Lahore-0197 Traders,Lahore,SM001,False,879.0,GREEN (Reliable),Statistical (validated in training)
D0115,Te-Karachi-0115 Traders,Karachi,SM008,False,880.0,GREEN (Reliable),Statistical (validated in training)
D0048,Ph-Karachi-0048 Traders,Karachi,SM008,False,882.0,GREEN (Reliable),Statistical (validated in training)
D0091,Te-Karachi-0091 Traders,Karachi,SM004,False,884.0,GREEN (Reliable),Statistical (validated in training)
D0196,Ph-Karachi-0196 Traders,Karachi,SM003,False,884.0,GREEN (Reliable),Statistical (validated in training)
D0210,FM-Karachi-0210 Traders,Karachi,SM004,False,884.0,GREEN (Reliable),Statistical (validated in training)
D0117,Ph-Faisalabad-0117 Traders,Faisalabad,SM004,False,891.0,GREEN (Reliable),Statistical (validated in training)
D0188,Ph-Peshawar-0188 Traders,Peshawar,SM001,False,896.0,GREEN (Reliable),Statistical (validated in training)
D0001,FM-Islamabad-0001 Traders,Islamabad,SM001,False,900.0,GREEN (Reliable),Statistical (validated in training)
