dealer_id,salesman_id,territory_risk_tier,is_salesman_favorite,dealer_name,city,sector,credit_limit_pkr,true_risk_profile,bounce_rate_lifetime,avg_days_late_nonseasonal,payment_volatility,real_exposure_pkr,order_frequency_trend,salesman_default_rate_loo,territory_default_rate_loo,is_high_risk,top_reasons,risk_probability_calibrated,credit_score,risk_flag,salesman_name
D0025,SM006,High,False,Te-Peshawar-0025 Traders,Peshawar,Textile,50000,Risky,0.1,36.5,13.007476482563574,32076.483627937425,-0.3333333333333333,0.037001038579742886,0.06783826298376923,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'increases_risk', 'weight': 4.633}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 1.643}, {'factor': 'Inflation-adjusted credit exposure', 'direction': 'reduces_risk', 'weight': -0.371}]",0.9738505888339348,561.0,RED (High Risk),Waqas Ahmed
D0026,SM008,Low,False,Ph-Lahore-0026 Traders,Lahore,Pharma,350000,Reliable,0.0,2.235294117647059,1.739670953500985,245728.1730077164,-0.13333333333333333,0.0485033973303768,0.017698558717844946,0,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -0.922}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.568}, {'factor': ""Elevated risk in dealer's territory"", 'direction': 'increases_risk', 'weight': 0.135}]",0.18699377792169908,855.0,GREEN (Reliable),Rizwan Malik
D0027,SM005,Medium,False,Te-InteriorPunjab-0027 Traders,Interior Punjab,Textile,50000,Moderate,0.0,9.090909090909092,6.393652154972765,37652.721534209864,0.4,0.025015859380840076,0.052106245899751005,0,"[{'factor': 'Inflation-adjusted credit exposure', 'direction': 'reduces_risk', 'weight': -0.36}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 0.345}, {'factor': ""Salesman's track record with similar dealers"", 'direction': 'increases_risk', 'weight': 0.342}]",0.49416219618479296,771.0,GREEN (Reliable),Kamran Shahid
D0028,SM008,Medium,False,FM-Karachi-0028 Traders,Karachi,FMCG,50000,Risky,0.3333333333333333,28.8,14.714872494434754,29743.196751632266,-0.5,0.0384023872293667,0.048931642725147835,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'increases_risk', 'weight': 3.385}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 1.978}, {'factor': 'Cheque bounce history', 'direction': 'reduces_risk', 'weight': -0.377}]",0.9505515267522011,599.0,AMBER (Moderate),Rizwan Malik
D0029,SM001,High,False,Te-InteriorSindh-0029 Traders,Interior Sindh,Textile,500000,Reliable,0.0,1.2307692307692308,1.6433517087676872,302812.97695184697,0.0,0.0706134128183214,0.0704023655478718,0,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -1.085}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.587}, {'factor': ""Salesman's track record with similar dealers"", 'direction': 'reduces_risk', 'weight': -0.513}]",0.11534818048414046,887.0,GREEN (Reliable),Tariq Mehmood
D0030,SM001,High,False,Ph-InteriorSindh-0030 Traders,Interior Sindh,Pharma,350000,Risky,0.1,30.0,14.741453711094435,302901.48627686553,20.0,0.06644674615165473,0.06783826298376923,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'increases_risk', 'weight': 3.58}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 1.983}, {'factor': 'Declining order activity', 'direction': 'increases_risk', 'weight': 0.63}]",0.9764283880457905,555.0,RED (High Risk),Tariq Mehmood
D0031,SM002,Low,False,FM-Rawalpindi-0031 Traders,Rawalpindi,FMCG,350000,Moderate,0.08333333333333333,8.666666666666666,5.567569981404409,184544.66542871608,-0.4,0.03508144469909176,0.01655700620642942,1,"[{'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 0.183}, {'factor': ""Salesman's track record with similar dealers"", 'direction': 'increases_risk', 'weight': 0.154}, {'factor': ""Elevated risk in dealer's territory"", 'direction': 'increases_risk', 'weight': 0.141}]",0.4793320621190526,775.0,GREEN (Reliable),Aamir Sohail
D0032,SM001,Low,False,FM-Islamabad-0032 Traders,Islamabad,FMCG,750000,Reliable,0.0,1.95,1.8239152027072603,357247.57944977714,-0.3333333333333333,0.0706134128183214,0.017698558717844946,0,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -0.968}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.552}, {'factor': ""Salesman's track record with similar dealers"", 'direction': 'reduces_risk', 'weight': -0.513}]",0.1642645854881563,864.0,GREEN (Reliable),Tariq Mehmood
D0033,SM003,Medium,True,FM-InteriorPunjab-0033 Traders,Interior Punjab,FMCG,50000,Reliable,0.0,1.8888888888888888,1.7827331970381497,27001.37667744042,-0.14285714285714285,0.05087287953630459,0.052106245899751005,0,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -0.978}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.56}, {'factor': 'Inflation-adjusted credit exposure', 'direction': 'reduces_risk', 'weight': -0.382}]",0.1171530787787386,886.0,GREEN (Reliable),Bilal Aslam
D0034,SM003,Medium,False,Ph-InteriorPunjab-0034 Traders,Interior Punjab,Pharma,50000,Risky,0.2,22.125,14.691469828246788,43887.258172794056,10.0,0.04420621286963792,0.050201483994989096,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'increases_risk', 'weight': 2.303}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 1.973}, {'factor': 'Inflation-adjusted credit exposure', 'direction': 'reduces_risk', 'weight': -0.346}]",0.9254173549339582,625.0,AMBER (Moderate),Bilal Aslam
D0035,SM006,Medium,False,Ph-Karachi-0035 Traders,Karachi,Pharma,500000,Risky,0.0625,21.333333333333332,14.332779612781724,438634.1942684621,16.0,0.0383403242940286,0.05151100780451291,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'increases_risk', 'weight': 2.174}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 1.903}, {'factor': 'Declining order activity', 'direction': 'increases_risk', 'weight': 0.492}]",0.9637083517759587,581.0,AMBER (Moderate),Waqas Ahmed
D0036,SM005,Medium,False,Te-Multan-0036 Traders,Multan,Textile,200000,Reliable,0.034482758620689655,1.565217391304348,2.2167591578746584,119555.98410158012,-0.6818181818181818,0.023903512328559768,0.051777838674792055,0,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -1.031}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.475}, {'factor': ""Salesman's track record with similar dealers"", 'direction': 'increases_risk', 'weight': 0.363}]",0.1834924923588953,856.0,GREEN (Reliable),Kamran Shahid
D0037,SM001,Medium,False,FM-Multan-0037 Traders,Multan,FMCG,50000,Risky,0.29411764705882354,30.8,16.63762621471603,25670.905022253908,0.42857142857142855,0.05835851085753708,0.04930512545157174,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'increases_risk', 'weight': 3.709}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 2.355}, {'factor': 'Inflation-adjusted credit exposure', 'direction': 'reduces_risk', 'weight': -0.385}]",0.9617148160565734,584.0,AMBER (Moderate),Tariq Mehmood
D0038,SM008,Medium,False,Te-Gujranwala-0038 Traders,Gujranwala,Textile,500000,Risky,0.16129032258064516,27.333333333333332,14.455502013473572,304132.05837416934,-0.2777777777777778,0.04361581179762997,0.050570147589459144,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'increases_risk', 'weight': 3.147}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 1.927}, {'factor': 'Inflation-adjusted credit exposure', 'direction': 'increases_risk', 'weight': 0.199}]",0.9612597236625051,585.0,AMBER (Moderate),Rizwan Malik
D0039,SM003,High,False,Ph-InteriorSindh-0039 Traders,Interior Sindh,Pharma,350000,Risky,0.25806451612903225,32.6875,13.71419160517306,179111.48353049098,-0.6521739130434783,0.042270728998670175,0.0637853266727684,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'increases_risk', 'weight': 4.015}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 1.782}, {'factor': 'Cheque bounce history', 'direction': 'reduces_risk', 'weight': -0.279}]",0.967946430596481,573.0,RED (High Risk),Bilal Aslam
D0040,SM006,Low,False,FM-Lahore-0040 Traders,Lahore,FMCG,750000,Reliable,0.0,1.8181818181818181,1.7000000000000002,561730.4717677601,0.7777777777777778,0.04057246715117146,0.017698558717844946,0,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -0.99}, {'factor': 'Inflation-adjusted credit exposure', 'direction': 'increases_risk', 'weight': 0.739}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.576}]",0.2894838914736854,822.0,GREEN (Reliable),Waqas Ahmed
D0041,SM003,Medium,False,Te-Karachi-0041 Traders,Karachi,Textile,200000,Reliable,0.03125,1.9,1.3536092732085316,121191.01949834987,-0.2222222222222222,0.04983121286963792,0.05180862685213196,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -0.977}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.644}, {'factor': 'Inflation-adjusted credit exposure', 'direction': 'reduces_risk', 'weight': -0.184}]",0.12433813419177375,883.0,GREEN (Reliable),Bilal Aslam
D0042,SM002,Medium,True,FM-Multan-0042 Traders,Multan,FMCG,350000,Reliable,0.0,2.2666666666666666,2.1143765594836976,278285.70218752103,0.42857142857142855,0.038414778032425094,0.052106245899751005,0,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -0.917}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.495}, {'factor': 'Inflation-adjusted credit exposure', 'direction': 'increases_risk', 'weight': 0.145}]",0.2086641228400246,847.0,GREEN (Reliable),Aamir Sohail
D0043,SM008,High,False,Te-Peshawar-0043 Traders,Peshawar,Textile,50000,Moderate,0.05714285714285714,9.708333333333334,5.828190373546752,31506.48209498523,0.3333333333333333,0.04677179559877507,0.06893716408267034,0,"[{'factor': 'Inflation-adjusted credit exposure', 'direction': 'reduces_risk', 'weight': -0.372}, {'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'increases_risk', 'weight': 0.289}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 0.234}]",0.38243319964196204,798.0,GREEN (Reliable),Rizwan Malik
D0044,SM001,Medium,False,Te-InteriorPunjab-0044 Traders,Interior Punjab,Textile,50000,Reliable,0.0,2.5384615384615383,2.2954805094425805,44511.63371695909,13.0,0.0706134128183214,0.052106245899751005,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -0.873}, {'factor': ""Salesman's track record with similar dealers"", 'direction': 'reduces_risk', 'weight': -0.513}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.459}]",0.14447945428267492,873.0,GREEN (Reliable),Tariq Mehmood
D0045,SM008,Low,False,Ph-Lahore-0045 Traders,Lahore,Pharma,50000,Reliable,0.0,1.4615384615384615,1.8104634152000358,27045.424464080446,0.4666666666666667,0.0485033973303768,0.017698558717844946,0,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -1.048}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.554}, {'factor': 'Inflation-adjusted credit exposure', 'direction': 'reduces_risk', 'weight': -0.382}]",0.13300605279861927,878.0,GREEN (Reliable),Rizwan Malik
D0046,SM002,Medium,False,Te-Faisalabad-0046 Traders,Faisalabad,Textile,500000,Moderate,0.12121212121212122,9.55,7.25384219575979,226183.7388185209,-0.16666666666666666,0.03356629318394024,0.05095184474534985,1,"[{'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'increases_risk', 'weight': 0.514}, {'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'increases_risk', 'weight': 0.264}, {'factor': ""Salesman's track record with similar dealers"", 'direction': 'increases_risk', 'weight': 0.182}]",0.5521210645378437,758.0,GREEN (Reliable),Aamir Sohail
D0047,SM005,Medium,False,Ph-Faisalabad-0047 Traders,Faisalabad,Pharma,350000,Reliable,0.0,1.4166666666666667,1.3407911089057825,161631.52910126702,-0.07142857142857142,0.025015859380840076,0.052106245899751005,1,"[{'factor': 'Late payment pattern (excluding Eid/Ramzan)', 'direction': 'reduces_risk', 'weight': -1.055}, {'factor': 'Inconsistent / unpredictable payment timing', 'direction': 'reduces_risk', 'weight': -0.647}, {'factor': ""Salesman's track record with similar dealers"", 'direction': 'increases_risk', 'weight': 0.342}]",0.17393771794566482,860.0,GREEN (Reliable),Kamran Shahid
